ip,timestamp,method,url,protocol,status,user_agent
192.168.0.10,2025-04-01T17:46:15,GET,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T11:10:00,POST,/home,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T05:32:49,POST,/products,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T17:12:47,POST,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T22:30:30,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T00:56:39,POST,/home,HTTP/1.1,404,Opera/9.80
192.168.0.1,2025-04-01T04:27:15,GET,/about,HTTP/1.1,500,Edge/91.0
192.168.0.9,2025-04-01T07:47:25,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.3,2025-04-01T08:13:06,GET,/,HTTP/1.1,500,Edge/91.0
192.168.0.3,2025-04-01T00:03:04,GET,/,HTTP/1.1,200,Opera/9.80
192.168.0.4,2025-04-01T02:58:22,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T19:26:46,GET,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T13:20:51,GET,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T12:15:25,GET,/products,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T00:31:56,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T11:11:25,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T09:16:49,GET,/contact,HTTP/1.1,404,Mozilla/5.0
192.168.0.2,2025-04-01T18:07:40,GET,/contact,HTTP/1.1,500,Chrome/112.0
192.168.0.8,2025-04-01T21:14:58,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.7,2025-04-01T23:07:16,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T00:32:56,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T17:20:35,POST,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.10,2025-04-01T14:33:06,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T23:31:45,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T07:07:45,POST,/about,HTTP/1.1,404,Opera/9.80
192.168.0.3,2025-04-01T01:30:56,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T19:37:22,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T18:21:19,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T19:08:19,GET,/about,HTTP/1.1,404,Safari/537.36
192.168.0.5,2025-04-01T07:15:32,GET,/home,HTTP/1.1,500,Opera/9.80
192.168.0.3,2025-04-01T09:33:43,GET,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T19:45:42,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T22:17:12,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T16:24:56,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T06:35:47,GET,/products,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T04:38:38,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T15:51:01,GET,/contact,HTTP/1.1,404,Mozilla/5.0
192.168.0.7,2025-04-01T19:51:12,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T16:28:52,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.4,2025-04-01T09:42:27,GET,/about,HTTP/1.1,500,Mozilla/5.0
192.168.0.6,2025-04-01T17:56:39,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T22:08:07,POST,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T17:26:40,POST,/about,HTTP/1.1,404,Chrome/112.0
192.168.0.1,2025-04-01T21:56:23,GET,/products,HTTP/1.1,500,Edge/91.0
192.168.0.6,2025-04-01T03:56:26,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T19:36:58,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T20:26:42,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.3,2025-04-01T04:24:35,GET,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T13:03:47,GET,/contact,HTTP/1.1,404,Safari/537.36
192.168.0.4,2025-04-01T02:07:22,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T11:30:29,GET,/products,HTTP/1.1,200,Safari/537.36
192.168.0.1,2025-04-01T13:37:00,GET,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.9,2025-04-01T14:24:39,POST,/home,HTTP/1.1,200,Opera/9.80
192.168.0.6,2025-04-01T22:43:33,POST,/contact,HTTP/1.1,404,Chrome/112.0
192.168.0.3,2025-04-01T23:44:27,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T03:41:01,POST,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T08:19:21,GET,/products,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T15:36:04,GET,/blog,HTTP/1.1,404,Safari/537.36
192.168.0.10,2025-04-01T10:22:54,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T04:43:11,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T18:31:14,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.8,2025-04-01T04:25:42,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T17:07:45,POST,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T10:02:08,GET,/,HTTP/1.1,500,Opera/9.80
192.168.0.9,2025-04-01T01:40:16,POST,/,HTTP/1.1,200,Safari/537.36
192.168.0.8,2025-04-01T13:57:56,GET,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.4,2025-04-01T23:30:51,GET,/home,HTTP/1.1,404,Chrome/112.0
192.168.0.4,2025-04-01T06:06:18,GET,/contact,HTTP/1.1,500,Mozilla/5.0
192.168.0.9,2025-04-01T15:14:45,POST,/about,HTTP/1.1,404,Safari/537.36
192.168.0.4,2025-04-01T15:17:23,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T21:42:41,GET,/blog,HTTP/1.1,404,Chrome/112.0
192.168.0.8,2025-04-01T00:45:20,POST,/,HTTP/1.1,404,Chrome/112.0
192.168.0.10,2025-04-01T07:21:31,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.1,2025-04-01T16:28:39,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T03:24:11,GET,/home,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T02:28:57,GET,/blog,HTTP/1.1,404,Safari/537.36
192.168.0.5,2025-04-01T08:34:07,POST,/about,HTTP/1.1,404,Edge/91.0
192.168.0.9,2025-04-01T04:52:44,POST,/about,HTTP/1.1,200,Safari/537.36
192.168.0.3,2025-04-01T00:29:58,POST,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T05:45:12,POST,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T12:14:14,GET,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.3,2025-04-01T12:48:04,POST,/,HTTP/1.1,200,Safari/537.36
192.168.0.5,2025-04-01T14:08:34,POST,/products,HTTP/1.1,500,Opera/9.80
192.168.0.7,2025-04-01T08:54:51,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.5,2025-04-01T12:57:14,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.6,2025-04-01T07:44:04,POST,/,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T05:23:55,GET,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.10,2025-04-01T19:42:24,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T01:18:12,GET,/products,HTTP/1.1,404,Edge/91.0
192.168.0.6,2025-04-01T00:28:40,GET,/about,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T05:53:24,POST,/,HTTP/1.1,404,Edge/91.0
192.168.0.1,2025-04-01T22:44:58,GET,/blog,HTTP/1.1,404,Edge/91.0
192.168.0.9,2025-04-01T04:50:17,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.5,2025-04-01T02:03:49,GET,/products,HTTP/1.1,404,Mozilla/5.0
192.168.0.7,2025-04-01T08:27:30,POST,/home,HTTP/1.1,500,Edge/91.0
192.168.0.1,2025-04-01T15:48:46,GET,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T14:02:40,GET,/about,HTTP/1.1,200,Opera/9.80
192.168.0.2,2025-04-01T21:44:13,POST,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.10,2025-04-01T21:55:50,POST,/contact,HTTP/1.1,200,Chrome/112.0
192.168.0.9,2025-04-01T17:50:35,POST,/home,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T02:10:56,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.5,2025-04-01T06:59:04,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T03:38:32,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.4,2025-04-01T10:55:30,POST,/home,HTTP/1.1,200,Chrome/112.0
192.168.0.5,2025-04-01T04:11:21,GET,/blog,HTTP/1.1,500,Edge/91.0
192.168.0.5,2025-04-01T13:11:16,GET,/products,HTTP/1.1,404,Edge/91.0
192.168.0.5,2025-04-01T01:10:29,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.7,2025-04-01T17:30:50,POST,/products,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T09:15:21,GET,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T00:10:39,GET,/contact,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T02:47:16,GET,/contact,HTTP/1.1,500,Opera/9.80
192.168.0.4,2025-04-01T03:27:40,POST,/blog,HTTP/1.1,404,Mozilla/5.0
192.168.0.8,2025-04-01T05:33:52,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.5,2025-04-01T11:33:35,GET,/home,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T05:47:18,GET,/about,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T11:23:50,POST,/blog,HTTP/1.1,404,Mozilla/5.0
192.168.0.6,2025-04-01T21:51:01,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T01:26:57,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T03:38:57,POST,/,HTTP/1.1,404,Chrome/112.0
192.168.0.2,2025-04-01T21:22:28,GET,/,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T06:45:11,GET,/home,HTTP/1.1,500,Edge/91.0
192.168.0.10,2025-04-01T20:10:04,POST,/home,HTTP/1.1,404,Chrome/112.0
192.168.0.1,2025-04-01T07:58:16,GET,/,HTTP/1.1,500,Edge/91.0
192.168.0.3,2025-04-01T06:01:35,POST,/,HTTP/1.1,200,Edge/91.0
192.168.0.1,2025-04-01T04:56:14,POST,/about,HTTP/1.1,500,Mozilla/5.0
192.168.0.8,2025-04-01T16:39:53,POST,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T04:33:39,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T16:51:32,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T08:24:18,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.9,2025-04-01T05:35:48,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T01:07:09,POST,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T01:59:02,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T06:04:56,POST,/home,HTTP/1.1,200,Edge/91.0
192.168.0.5,2025-04-01T23:40:33,POST,/home,HTTP/1.1,200,Safari/537.36
192.168.0.5,2025-04-01T22:33:46,POST,/contact,HTTP/1.1,404,Safari/537.36
192.168.0.4,2025-04-01T17:40:29,POST,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T20:01:49,GET,/about,HTTP/1.1,500,Edge/91.0
192.168.0.5,2025-04-01T04:39:46,GET,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T15:49:12,GET,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T19:08:59,POST,/blog,HTTP/1.1,500,Chrome/112.0
192.168.0.1,2025-04-01T03:53:25,POST,/,HTTP/1.1,500,Safari/537.36
192.168.0.6,2025-04-01T08:43:35,POST,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.2,2025-04-01T08:46:45,POST,/blog,HTTP/1.1,500,Edge/91.0
192.168.0.5,2025-04-01T23:11:20,POST,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T08:09:01,GET,/products,HTTP/1.1,404,Chrome/112.0
192.168.0.1,2025-04-01T13:49:44,GET,/about,HTTP/1.1,404,Opera/9.80
192.168.0.4,2025-04-01T01:47:30,POST,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.1,2025-04-01T14:54:10,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T08:16:34,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T06:18:01,GET,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T07:22:09,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.7,2025-04-01T12:06:05,GET,/about,HTTP/1.1,200,Safari/537.36
192.168.0.3,2025-04-01T03:50:34,POST,/blog,HTTP/1.1,404,Opera/9.80
192.168.0.8,2025-04-01T02:08:48,POST,/about,HTTP/1.1,404,Edge/91.0
192.168.0.7,2025-04-01T22:55:31,POST,/products,HTTP/1.1,200,Chrome/112.0
192.168.0.7,2025-04-01T23:25:10,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.7,2025-04-01T03:12:43,GET,/home,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T12:01:26,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.9,2025-04-01T23:31:42,GET,/home,HTTP/1.1,200,Opera/9.80
192.168.0.1,2025-04-01T13:25:32,POST,/,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T15:50:17,POST,/about,HTTP/1.1,404,Mozilla/5.0
192.168.0.9,2025-04-01T03:05:37,GET,/,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T04:47:24,POST,/home,HTTP/1.1,500,Opera/9.80
192.168.0.4,2025-04-01T08:41:37,POST,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T22:02:23,GET,/,HTTP/1.1,500,Safari/537.36
192.168.0.1,2025-04-01T07:21:34,POST,/products,HTTP/1.1,404,Opera/9.80
192.168.0.1,2025-04-01T12:41:43,GET,/products,HTTP/1.1,500,Opera/9.80
192.168.0.4,2025-04-01T22:40:08,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.2,2025-04-01T16:36:57,POST,/about,HTTP/1.1,200,Safari/537.36
192.168.0.10,2025-04-01T23:21:57,POST,/home,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T14:21:01,POST,/,HTTP/1.1,500,Mozilla/5.0
192.168.0.2,2025-04-01T04:22:35,GET,/blog,HTTP/1.1,200,Edge/91.0
192.168.0.10,2025-04-01T08:11:14,POST,/home,HTTP/1.1,500,Edge/91.0
192.168.0.6,2025-04-01T15:29:57,POST,/,HTTP/1.1,500,Safari/537.36
192.168.0.4,2025-04-01T20:39:44,GET,/about,HTTP/1.1,500,Edge/91.0
192.168.0.7,2025-04-01T22:29:45,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.1,2025-04-01T07:41:44,POST,/,HTTP/1.1,500,Mozilla/5.0
192.168.0.8,2025-04-01T00:14:46,POST,/home,HTTP/1.1,404,Opera/9.80
192.168.0.3,2025-04-01T00:06:59,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T02:26:21,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T23:51:03,GET,/home,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T05:39:56,POST,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.7,2025-04-01T13:33:32,POST,/about,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T11:50:39,GET,/contact,HTTP/1.1,500,Opera/9.80
192.168.0.8,2025-04-01T11:31:57,POST,/home,HTTP/1.1,200,Safari/537.36
192.168.0.2,2025-04-01T13:40:55,POST,/about,HTTP/1.1,200,Safari/537.36
192.168.0.7,2025-04-01T04:48:01,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T05:50:40,GET,/about,HTTP/1.1,200,Edge/91.0
192.168.0.8,2025-04-01T03:59:48,GET,/blog,HTTP/1.1,500,Mozilla/5.0
192.168.0.4,2025-04-01T19:35:51,POST,/about,HTTP/1.1,404,Safari/537.36
192.168.0.4,2025-04-01T01:14:53,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.9,2025-04-01T06:39:32,GET,/home,HTTP/1.1,404,Chrome/112.0
192.168.0.1,2025-04-01T11:34:18,POST,/home,HTTP/1.1,404,Safari/537.36
192.168.0.5,2025-04-01T11:34:38,GET,/about,HTTP/1.1,404,Safari/537.36
192.168.0.6,2025-04-01T00:42:25,POST,/,HTTP/1.1,200,Safari/537.36
192.168.0.3,2025-04-01T05:07:59,GET,/blog,HTTP/1.1,500,Chrome/112.0
192.168.0.7,2025-04-01T23:06:52,POST,/blog,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T08:20:09,POST,/home,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T11:28:44,POST,/about,HTTP/1.1,200,Edge/91.0
192.168.0.10,2025-04-01T20:53:30,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T20:17:47,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T20:20:49,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.3,2025-04-01T14:27:44,POST,/,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T23:29:59,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.4,2025-04-01T11:17:38,GET,/,HTTP/1.1,500,Opera/9.80
192.168.0.8,2025-04-01T14:09:00,POST,/,HTTP/1.1,404,Edge/91.0
192.168.0.10,2025-04-01T17:59:55,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.6,2025-04-01T20:14:22,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.8,2025-04-01T00:10:24,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T22:42:58,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.7,2025-04-01T13:48:37,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T19:42:44,GET,/,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T16:48:18,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T10:13:58,GET,/products,HTTP/1.1,500,Edge/91.0
192.168.0.10,2025-04-01T23:02:42,GET,/,HTTP/1.1,500,Safari/537.36
192.168.0.5,2025-04-01T08:48:21,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.5,2025-04-01T23:33:05,POST,/,HTTP/1.1,404,Chrome/112.0
192.168.0.9,2025-04-01T21:45:46,POST,/,HTTP/1.1,200,Edge/91.0
192.168.0.3,2025-04-01T02:43:04,GET,/contact,HTTP/1.1,500,Chrome/112.0
192.168.0.5,2025-04-01T00:45:38,GET,/,HTTP/1.1,500,Safari/537.36
192.168.0.6,2025-04-01T07:40:58,GET,/about,HTTP/1.1,500,Mozilla/5.0
192.168.0.7,2025-04-01T02:31:24,GET,/about,HTTP/1.1,404,Opera/9.80
192.168.0.6,2025-04-01T22:30:11,POST,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.7,2025-04-01T02:41:55,GET,/products,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T00:25:08,GET,/about,HTTP/1.1,200,Chrome/112.0
192.168.0.10,2025-04-01T21:09:37,POST,/blog,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T22:08:16,GET,/contact,HTTP/1.1,200,Opera/9.80
192.168.0.7,2025-04-01T10:22:21,GET,/blog,HTTP/1.1,404,Edge/91.0
192.168.0.10,2025-04-01T02:21:13,POST,/contact,HTTP/1.1,200,Edge/91.0
192.168.0.4,2025-04-01T03:30:07,GET,/products,HTTP/1.1,200,Safari/537.36
192.168.0.9,2025-04-01T07:23:42,POST,/home,HTTP/1.1,500,Opera/9.80
192.168.0.9,2025-04-01T03:38:45,GET,/home,HTTP/1.1,200,Mozilla/5.0
192.168.0.5,2025-04-01T05:08:54,POST,/products,HTTP/1.1,200,Opera/9.80
192.168.0.9,2025-04-01T21:04:38,POST,/blog,HTTP/1.1,200,Opera/9.80
192.168.0.10,2025-04-01T09:28:37,POST,/,HTTP/1.1,200,Chrome/112.0
192.168.0.6,2025-04-01T10:30:25,GET,/contact,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T05:19:36,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.3,2025-04-01T23:25:26,GET,/,HTTP/1.1,500,Safari/537.36
192.168.0.2,2025-04-01T01:57:33,GET,/products,HTTP/1.1,500,Mozilla/5.0
192.168.0.8,2025-04-01T12:41:21,GET,/,HTTP/1.1,200,Safari/537.36
192.168.0.5,2025-04-01T21:29:17,GET,/,HTTP/1.1,404,Edge/91.0
192.168.0.1,2025-04-01T22:02:13,POST,/products,HTTP/1.1,200,Edge/91.0
192.168.0.6,2025-04-01T11:17:06,GET,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.8,2025-04-01T13:28:00,POST,/blog,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T22:06:48,GET,/,HTTP/1.1,404,Mozilla/5.0
192.168.0.4,2025-04-01T07:03:49,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.6,2025-04-01T11:36:31,POST,/contact,HTTP/1.1,200,Safari/537.36
192.168.0.1,2025-04-01T14:47:57,POST,/blog,HTTP/1.1,500,Mozilla/5.0
192.168.0.6,2025-04-01T16:50:24,POST,/,HTTP/1.1,200,Mozilla/5.0
192.168.0.2,2025-04-01T21:34:15,GET,/blog,HTTP/1.1,404,Opera/9.80
