review_id,user_id,timestamp,review,rating,sentiment,issue_type
1,6238,2024-03-19 06:31:14,Very disappointed. Will not order again.,2,negative,product issue
2,6086,2024-02-10 02:06:51,"The item was fine, but packaging could be improved.",3,positive,product issue
3,6581,2024-03-26 09:36:56,Everything arrived on time and as described.,4,neutral,general
4,9008,2024-03-03 23:18:38,Very disappointed. Will not order again.,2,negative,product issue
5,8064,2024-01-31 09:03:33,"Average experience, met expectations.",3,neutral,general
6,6407,2024-03-07 05:14:21,Great service and fast delivery. Very satisfied.,4,positive,delivery issue
7,8060,2024-01-15 22:31:23,Terrible experience. The product arrived broken.,1,negative,product issue
8,5905,2024-02-11 17:38:48,"Average experience, met expectations.",3,neutral,general
9,6864,2024-01-03 23:05:18,Very disappointed. Will not order again.,2,negative,product issue
10,4781,2024-01-16 13:18:26,Terrible experience. The product arrived broken.,1,negative,product issue
11,7052,2024-02-20 01:35:24,Absolutely loved the product! Will buy again.,4,positive,general
12,2238,2024-03-30 21:07:49,Absolutely loved the product! Will buy again.,5,positive,general
13,5469,2024-01-21 00:09:13,Everything arrived on time and as described.,4,neutral,general
14,9896,2024-01-07 19:58:35,Customer service was very helpful and friendly.,5,neutral,service issue
15,2416,2024-02-01 05:14:13,I want a refund. The product doesn't work.,2,neutral,product issue
16,4471,2024-01-30 07:23:02,Terrible experience. The product arrived broken.,1,negative,product issue
17,7000,2024-01-20 16:43:06,"Not bad, but could be better.",3,positive,general
18,9535,2024-01-13 03:07:55,Very disappointed. Will not order again.,1,negative,product issue
19,3842,2024-01-03 21:40:50,"Average experience, met expectations.",3,neutral,general
20,3172,2024-03-20 05:26:43,It's decent for the price.,3,neutral,general
21,4044,2024-03-27 22:01:51,Fantastic quality and easy to use. Highly recommend!,5,positive,product issue
22,3791,2024-03-27 06:36:29,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
23,8153,2024-02-09 04:55:58,Customer support was unhelpful and rude.,2,neutral,service issue
24,8300,2024-03-30 09:02:50,Customer support was unhelpful and rude.,1,neutral,service issue
25,6931,2024-02-19 23:56:03,I want a refund. The product doesn't work.,1,neutral,product issue
26,5386,2024-02-19 19:57:32,Customer support was unhelpful and rude.,1,neutral,service issue
27,7824,2024-01-09 18:10:45,Absolutely loved the product! Will buy again.,4,positive,general
28,8876,2024-03-12 15:39:45,Customer support was unhelpful and rude.,2,neutral,service issue
29,5910,2024-01-21 18:53:52,"Not bad, but could be better.",3,positive,general
30,3282,2024-02-14 14:25:34,Absolutely loved the product! Will buy again.,4,positive,general
31,7184,2024-01-08 14:57:54,Delivery was late and packaging was damaged.,2,neutral,delivery issue
32,4374,2024-03-10 10:03:45,Delivery was late and packaging was damaged.,1,neutral,delivery issue
33,4755,2024-03-07 22:24:00,Absolutely loved the product! Will buy again.,4,positive,general
34,6382,2024-02-20 23:50:52,"Not bad, but could be better.",3,positive,general
35,7075,2024-03-29 12:00:49,I want a refund. The product doesn't work.,2,neutral,product issue
36,2561,2024-01-28 08:27:51,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
37,2002,2024-03-26 22:58:56,"The item was fine, but packaging could be improved.",3,positive,product issue
38,3609,2024-03-21 11:28:41,I want a refund. The product doesn't work.,1,neutral,product issue
39,7184,2024-01-02 07:34:28,"The item was fine, but packaging could be improved.",3,positive,product issue
40,1411,2024-01-02 06:02:05,"Product was okay, nothing special.",3,positive,general
41,7745,2024-03-19 09:56:49,Customer support was unhelpful and rude.,2,neutral,service issue
42,7082,2024-01-26 06:05:21,I want a refund. The product doesn't work.,1,neutral,product issue
43,1014,2024-03-31 22:05:27,I want a refund. The product doesn't work.,2,neutral,product issue
44,9022,2024-01-02 22:17:40,"The item was fine, but packaging could be improved.",3,positive,product issue
45,1356,2024-03-22 03:19:07,"Average experience, met expectations.",3,neutral,general
46,8129,2024-01-20 09:14:07,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
47,7957,2024-01-27 08:51:16,"Product was okay, nothing special.",3,positive,general
48,6301,2024-03-26 10:34:53,Very disappointed. Will not order again.,1,negative,product issue
49,9867,2024-01-20 18:33:22,"Average experience, met expectations.",3,neutral,general
50,6819,2024-03-30 09:28:46,Very disappointed. Will not order again.,1,negative,product issue
51,5320,2024-03-27 14:20:01,I want a refund. The product doesn't work.,1,neutral,product issue
52,1937,2024-01-25 01:59:00,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
53,2836,2024-03-11 09:40:29,Very disappointed. Will not order again.,1,negative,product issue
54,1751,2024-02-27 13:29:11,"Product was okay, nothing special.",3,positive,general
55,8550,2024-02-06 19:32:10,Fantastic quality and easy to use. Highly recommend!,5,positive,product issue
56,5631,2024-02-10 13:39:41,Customer support was unhelpful and rude.,1,neutral,service issue
57,8366,2024-01-22 00:19:09,"The item was fine, but packaging could be improved.",3,positive,product issue
58,8139,2024-03-15 05:35:50,"Average experience, met expectations.",3,neutral,general
59,2549,2024-03-07 04:47:59,Absolutely loved the product! Will buy again.,4,positive,general
60,7866,2024-03-19 18:23:57,Customer service was very helpful and friendly.,4,neutral,service issue
61,3904,2024-03-20 10:32:48,It's decent for the price.,3,neutral,general
62,3317,2024-02-06 04:19:32,Absolutely loved the product! Will buy again.,4,positive,general
63,3583,2024-03-22 12:46:59,I want a refund. The product doesn't work.,2,neutral,product issue
64,3121,2024-01-11 14:04:44,"Not bad, but could be better.",3,positive,general
65,8236,2024-01-17 00:32:13,Very disappointed. Will not order again.,2,negative,product issue
66,8794,2024-01-29 08:52:46,Delivery was late and packaging was damaged.,2,neutral,delivery issue
67,2556,2024-03-24 18:15:00,"Product was okay, nothing special.",3,positive,general
68,4119,2024-01-30 16:08:01,"The item was fine, but packaging could be improved.",3,positive,product issue
69,8993,2024-03-07 05:06:51,"Average experience, met expectations.",3,neutral,general
70,1564,2024-03-11 11:17:03,Delivery was late and packaging was damaged.,1,neutral,delivery issue
71,9058,2024-02-09 12:45:37,Terrible experience. The product arrived broken.,2,negative,product issue
72,7775,2024-03-18 13:44:13,Great service and fast delivery. Very satisfied.,4,positive,delivery issue
73,5964,2024-03-28 15:19:37,Delivery was late and packaging was damaged.,1,neutral,delivery issue
74,8553,2024-02-03 17:03:12,Terrible experience. The product arrived broken.,2,negative,product issue
75,1982,2024-02-11 05:17:33,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
76,1776,2024-02-25 05:09:12,Everything arrived on time and as described.,5,neutral,general
77,6752,2024-02-03 09:38:40,I want a refund. The product doesn't work.,1,neutral,product issue
78,9495,2024-01-29 15:50:45,Everything arrived on time and as described.,5,neutral,general
79,3036,2024-03-19 13:33:11,"Average experience, met expectations.",3,neutral,general
80,7250,2024-01-15 18:45:37,Customer service was very helpful and friendly.,4,neutral,service issue
81,7295,2024-03-06 16:12:11,I want a refund. The product doesn't work.,2,neutral,product issue
82,4205,2024-03-23 16:40:18,It's decent for the price.,3,neutral,general
83,7261,2024-02-05 15:15:29,Delivery was late and packaging was damaged.,1,neutral,delivery issue
84,4830,2024-03-18 01:41:24,It's decent for the price.,3,neutral,general
85,5820,2024-02-13 20:17:29,Terrible experience. The product arrived broken.,1,negative,product issue
86,2368,2024-01-05 17:06:29,"Product was okay, nothing special.",3,positive,general
87,8797,2024-02-21 23:04:03,"Product was okay, nothing special.",3,positive,general
88,5493,2024-01-10 01:03:21,I want a refund. The product doesn't work.,1,neutral,product issue
89,6529,2024-03-20 00:25:31,Delivery was late and packaging was damaged.,1,neutral,delivery issue
90,9413,2024-02-04 11:24:13,Great service and fast delivery. Very satisfied.,4,positive,delivery issue
91,8132,2024-01-03 03:06:29,I want a refund. The product doesn't work.,2,neutral,product issue
92,1720,2024-02-27 11:14:14,It's decent for the price.,3,neutral,general
93,9023,2024-01-23 22:26:08,"The item was fine, but packaging could be improved.",3,positive,product issue
94,3281,2024-01-25 18:58:40,It's decent for the price.,3,neutral,general
95,5794,2024-03-16 13:07:14,It's decent for the price.,3,neutral,general
96,2025,2024-02-29 05:03:23,"Product was okay, nothing special.",3,positive,general
97,5684,2024-02-11 19:55:52,"Average experience, met expectations.",3,neutral,general
98,3237,2024-01-31 07:58:32,"The item was fine, but packaging could be improved.",3,positive,product issue
99,8913,2024-01-05 14:36:29,Delivery was late and packaging was damaged.,2,neutral,delivery issue
100,8455,2024-02-17 08:46:18,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
101,5494,2024-01-18 12:12:04,Very disappointed. Will not order again.,2,negative,product issue
102,9658,2024-03-29 13:39:40,"Not bad, but could be better.",3,positive,general
103,7308,2024-03-24 16:42:54,Very disappointed. Will not order again.,2,negative,product issue
104,7694,2024-01-14 02:45:59,Fantastic quality and easy to use. Highly recommend!,5,positive,product issue
105,8645,2024-01-04 09:39:17,I want a refund. The product doesn't work.,1,neutral,product issue
106,3872,2024-01-24 10:46:37,Terrible experience. The product arrived broken.,2,negative,product issue
107,7934,2024-03-26 02:08:09,It's decent for the price.,3,neutral,general
108,8258,2024-03-15 00:40:03,Delivery was late and packaging was damaged.,2,neutral,delivery issue
109,6129,2024-03-28 18:43:50,Delivery was late and packaging was damaged.,2,neutral,delivery issue
110,3674,2024-02-22 05:14:58,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
111,2027,2024-03-12 22:29:10,I want a refund. The product doesn't work.,2,neutral,product issue
112,2552,2024-03-29 17:56:37,Customer service was very helpful and friendly.,4,neutral,service issue
113,3553,2024-01-28 20:56:53,Delivery was late and packaging was damaged.,2,neutral,delivery issue
114,1526,2024-03-04 12:51:00,Absolutely loved the product! Will buy again.,4,positive,general
115,8488,2024-03-19 17:19:19,Very disappointed. Will not order again.,1,negative,product issue
116,8054,2024-03-05 19:24:55,Terrible experience. The product arrived broken.,1,negative,product issue
117,6952,2024-01-20 20:27:24,Everything arrived on time and as described.,4,neutral,general
118,8236,2024-03-22 12:53:26,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
119,3213,2024-03-28 15:45:11,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
120,4880,2024-03-01 11:09:24,It's decent for the price.,3,neutral,general
121,9242,2024-01-24 00:01:39,Customer service was very helpful and friendly.,4,neutral,service issue
122,2634,2024-02-09 19:08:12,"Not bad, but could be better.",3,positive,general
123,8394,2024-01-03 03:09:55,Everything arrived on time and as described.,4,neutral,general
124,7466,2024-01-14 18:17:35,Customer support was unhelpful and rude.,2,neutral,service issue
125,1799,2024-01-25 14:18:01,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
126,2197,2024-01-28 05:19:47,Very disappointed. Will not order again.,2,negative,product issue
127,5396,2024-01-20 07:34:16,Customer support was unhelpful and rude.,2,neutral,service issue
128,3387,2024-01-28 05:03:26,Customer service was very helpful and friendly.,5,neutral,service issue
129,2770,2024-02-12 19:15:05,Everything arrived on time and as described.,4,neutral,general
130,6464,2024-02-26 10:16:44,Fantastic quality and easy to use. Highly recommend!,5,positive,product issue
131,6449,2024-02-10 07:56:53,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
132,1161,2024-01-25 06:37:35,Absolutely loved the product! Will buy again.,5,positive,general
133,7293,2024-01-12 17:30:24,Everything arrived on time and as described.,5,neutral,general
134,4757,2024-02-04 18:01:40,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
135,3988,2024-03-12 02:21:56,Everything arrived on time and as described.,4,neutral,general
136,4241,2024-01-02 06:16:12,"The item was fine, but packaging could be improved.",3,positive,product issue
137,6272,2024-03-24 09:13:13,Customer service was very helpful and friendly.,4,neutral,service issue
138,4750,2024-01-03 06:45:59,Terrible experience. The product arrived broken.,2,negative,product issue
139,3764,2024-02-29 16:11:13,Absolutely loved the product! Will buy again.,4,positive,general
140,5965,2024-03-29 18:01:28,Everything arrived on time and as described.,4,neutral,general
141,1078,2024-01-22 11:15:24,Terrible experience. The product arrived broken.,1,negative,product issue
142,7474,2024-03-04 14:57:15,Customer service was very helpful and friendly.,5,neutral,service issue
143,6264,2024-01-08 01:42:43,I want a refund. The product doesn't work.,2,neutral,product issue
144,7723,2024-02-08 22:20:56,"Not bad, but could be better.",3,positive,general
145,5228,2024-03-06 15:18:54,Customer support was unhelpful and rude.,2,neutral,service issue
146,4144,2024-03-27 22:12:31,Everything arrived on time and as described.,4,neutral,general
147,1417,2024-03-13 13:02:56,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
148,3166,2024-01-28 00:45:48,Customer support was unhelpful and rude.,1,neutral,service issue
149,3443,2024-02-11 23:34:58,Terrible experience. The product arrived broken.,1,negative,product issue
150,7786,2024-02-07 02:39:41,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
151,9398,2024-01-16 21:30:20,Customer support was unhelpful and rude.,2,neutral,service issue
152,3130,2024-01-02 12:27:45,Terrible experience. The product arrived broken.,1,negative,product issue
153,3726,2024-01-08 09:05:47,"Product was okay, nothing special.",3,positive,general
154,5792,2024-03-16 00:15:03,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
155,1206,2024-03-23 12:27:15,Customer support was unhelpful and rude.,2,neutral,service issue
156,1560,2024-03-31 16:40:02,Customer support was unhelpful and rude.,2,neutral,service issue
157,4359,2024-02-23 08:59:15,Everything arrived on time and as described.,4,neutral,general
158,8483,2024-03-22 10:02:06,"Average experience, met expectations.",3,neutral,general
159,7496,2024-02-12 21:50:25,"Not bad, but could be better.",3,positive,general
160,5367,2024-03-09 01:18:59,Customer support was unhelpful and rude.,2,neutral,service issue
161,2867,2024-01-16 15:30:27,Terrible experience. The product arrived broken.,2,negative,product issue
162,1524,2024-01-29 12:55:02,Delivery was late and packaging was damaged.,1,neutral,delivery issue
163,4816,2024-03-31 09:02:35,Absolutely loved the product! Will buy again.,5,positive,general
164,6262,2024-03-25 17:49:40,It's decent for the price.,3,neutral,general
165,8012,2024-03-02 21:13:15,Everything arrived on time and as described.,5,neutral,general
166,7328,2024-03-14 06:00:50,Terrible experience. The product arrived broken.,1,negative,product issue
167,3415,2024-03-20 13:30:20,Very disappointed. Will not order again.,1,negative,product issue
168,4911,2024-02-05 16:03:16,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
169,3329,2024-02-10 16:48:49,Terrible experience. The product arrived broken.,1,negative,product issue
170,3288,2024-01-13 19:20:40,Fantastic quality and easy to use. Highly recommend!,5,positive,product issue
171,6619,2024-01-22 22:58:30,"Not bad, but could be better.",3,positive,general
172,9291,2024-02-21 03:27:51,Customer support was unhelpful and rude.,1,neutral,service issue
173,9444,2024-03-23 05:34:22,I want a refund. The product doesn't work.,1,neutral,product issue
174,1327,2024-03-19 03:43:38,Customer support was unhelpful and rude.,2,neutral,service issue
175,3750,2024-02-26 17:20:36,It's decent for the price.,3,neutral,general
176,5540,2024-02-24 09:21:55,Customer support was unhelpful and rude.,1,neutral,service issue
177,1898,2024-01-22 22:37:37,Very disappointed. Will not order again.,2,negative,product issue
178,4168,2024-02-20 17:58:53,Very disappointed. Will not order again.,1,negative,product issue
179,7111,2024-03-16 21:24:57,Delivery was late and packaging was damaged.,2,neutral,delivery issue
180,3478,2024-01-26 01:09:16,"Product was okay, nothing special.",3,positive,general
181,7745,2024-02-18 15:06:30,"Product was okay, nothing special.",3,positive,general
182,4363,2024-02-14 11:52:56,Everything arrived on time and as described.,5,neutral,general
183,8691,2024-03-03 08:57:11,I want a refund. The product doesn't work.,1,neutral,product issue
184,6184,2024-02-21 07:38:37,Everything arrived on time and as described.,4,neutral,general
185,5251,2024-03-28 01:19:44,"The item was fine, but packaging could be improved.",3,positive,product issue
186,4895,2024-03-19 19:51:19,Fantastic quality and easy to use. Highly recommend!,4,positive,product issue
187,8404,2024-03-02 09:13:03,Delivery was late and packaging was damaged.,2,neutral,delivery issue
188,6438,2024-01-18 10:28:35,Customer support was unhelpful and rude.,1,neutral,service issue
189,4247,2024-02-15 04:56:22,Very disappointed. Will not order again.,1,negative,product issue
190,8046,2024-03-02 05:07:53,"Product was okay, nothing special.",3,positive,general
191,7244,2024-01-25 20:33:23,Absolutely loved the product! Will buy again.,5,positive,general
192,9453,2024-01-18 22:47:00,Very disappointed. Will not order again.,1,negative,product issue
193,9631,2024-03-24 16:00:01,It's decent for the price.,3,neutral,general
194,2861,2024-02-07 03:46:31,Terrible experience. The product arrived broken.,1,negative,product issue
195,3392,2024-02-09 19:23:48,Delivery was late and packaging was damaged.,1,neutral,delivery issue
196,6180,2024-02-24 02:31:48,"The item was fine, but packaging could be improved.",3,positive,product issue
197,1855,2024-03-03 20:45:37,Delivery was late and packaging was damaged.,2,neutral,delivery issue
198,3790,2024-01-15 05:01:33,Customer support was unhelpful and rude.,1,neutral,service issue
199,2696,2024-03-03 06:56:49,Great service and fast delivery. Very satisfied.,5,positive,delivery issue
200,3921,2024-02-14 23:30:20,"Product was okay, nothing special.",3,positive,general
